from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246095924609595+1785684+0,246095924610015+1785220+0,1,
124,124,,,246096224610001+1785685+0,246096224610001+1785221+0,1,
124,124,,,246104624610564+1785685+0,246104624610564+1785221+0,1,
124,124,,,246106124610634+1785685+0,246106124610634+1785221+0,1,
124,124,,,246106724610841+1785685+0,246106724610841+1785221+0,1,
124,124,,,246108924610914+1785685+0,246108924610914+1785221+0,1,
124,124,,,246103224610412+1785687+0,246103224610412+1785222+0,1,
124,124,,,246095924610015+1785689+0,246095924610015+1785223+0,1,
124,124,,,246103224610413+1785691+0,246103424610413+1785226+0,1,
124,124,,,246101524611765+1785697+0,246101624610306+1788432+0,1,
124,124,,,246096224610001+1785698+0,246096324609932+1785233+0,1,
124,124,,,246104624610561+1785698+0,246104624610562+1785233+0,1,
124,124,,,246106724610842+1785698+0,246106724610843+1785233+0,1,
124,124,,,246109524611754+1785698+0,246105024611765+1785232+0,1,
124,124,,,246096224610001+1785702+1,246096224610001+1785283+1,1,
124,124,,,246106124610632+1785702+1,246106124610632+1785283+1,1,
124,124,,,246108924610913+1785702+1,246108924610913+1785283+1,1,
124,124,,,246109524611754+1785702+1,246109524611754+1785283+1,1,
124,124,,,246110024611776+1788496+0,246110024611776+1788153+0,1,
124,124,,,246101024611717+1788497+0,246101024611717+1788154+0,1,
124,124,,,246103524610446+1788507+0,246103524610446+1788165+0,1,
124,124,,,246106024610651+1788507+0,246106024610651+1788165+0,1,
124,124,,,246108824610936+1788507+0,246108824610936+1788165+0,1,
124,124,,,246101024611717+1788508+0,246101024611717+1788166+0,1,
124,124,,,246096024609886+1788531+0,246096024609886+1788183+0,1,
124,124,,,246106024610651+1788533+0,246106024610651+1788184+0,1,
124,124,,,246099524610026+1788537+0,246099524610026+1788189+0,1,
124,124,,,246103524610444+1788537+0,246103524610444+1788189+0,1,
124,124,,,246106024610656+1788537+0,246106024610656+1788189+0,1,
124,124,,,246099624609967+1788538+0,246099624609967+1788190+0,1,
124,124,,,246100324610077+1788538+0,246100324610077+1788190+0,1,
124,124,,,246106024610651+1788546+0,246106024610651+1788196+0,1,
124,124,,,246108824610931+1788546+0,246108824610931+1788196+0,1,
124,124,,,246101624610306+1788558+0,246101624610306+1788205+0,1,
124,124,,,246106024610651+1788558+0,246106024610651+1788205+0,1,
124,124,,,246108824610936+1788558+0,246108824610936+1788205+0,1,
124,124,,,246101024611717+1788559+0,246101024611717+1788206+0,1,
124,124,,,246103524610446+1788574+0,246103524610446+1788221+0,1,
124,124,,,246107224610866+1788574+0,246107224610866+1788221+0,1,
124,124,,,246100324610077+1788575+0,246100324610077+1788222+0,1,
124,124,,,246096024609886+1788580+0,246096024609886+1788227+0,1,
124,124,,,246099524610026+1788582+0,246099524610026+1788229+0,1,
124,124,,,246104224610446+1788582+0,246101624610586+1788229+0,1,
124,124,,,246099624611717+1788583+0,246099624611717+1788230+0,1,
124,124,,,246100824610096+1788590+0,246100824610096+1788237+0,1,
124,124,,,246099624609967+1788591+0,246099624609967+1788238+0,1,
124,124,,,246100324610074+1788591+0,246100324610074+1788238+0,1,
124,124,,,246103524610444+1788611+0,246103524610444+1788259+0,1,
124,124,,,246106024610656+1788611+0,246106024610656+1788259+0,1,
124,124,,,246108824610931+1788611+0,246108824610931+1788259+0,1,
124,124,,,246100824610096+1788627+0,246100824610096+1788275+0,1,
124,124,,,246110024611776+1788627+0,246110024611776+1788275+0,1,
124,124,,,246099524610026+1788635+0,246099524610026+1788283+0,1,
124,124,,,246107224610866+1788635+0,246107224610866+1788283+0,1,
124,124,,,246104624610562+1785321+0,246104624610562+1784864+0,1,
124,124,,,246096224610001+1785357+1,246096224610001+1784907+1,1,
124,124,,,246104624610563+1785357+1,246104624610563+1784907+1,1,
124,124,,,246106724610841+1785357+1,246106724610841+1784907+1,1,
124,124,,,246109524611753+1785357+1,246109524611753+1784907+1,1,
124,124,,,246096224609632+1785376+1,246096224609632+1784958+1,1,
124,124,,,246096424609654+1785377+1,246096424609654+1784959+1,1,
124,124,,,246100424610051+1785377+1,246100424610051+1784959+1,1,
124,124,,,246104624610561+1785377+1,246104624610561+1784959+1,1,
124,124,,,246104624610564+1785377+1,246104624610564+1784959+1,1,
124,124,,,246106124610632+1785377+1,246106124610632+1784959+1,1,
124,124,,,246106724610843+1785377+1,246106724610843+1784959+1,1,
124,124,,,246100824610096+1788643+0,246100824610096+1788296+0,1,
124,124,,,246106024610651+1788643+0,246106024610651+1788296+0,1,
124,124,,,246099624609967+1788644+0,246099624609967+1788297+0,1,
124,124,,,246101624610586+1788651+0,246101624610586+1788304+0,1,
124,124,,,246101624610586+1788659+0,246105124610586+1788312+0,1,
124,124,,,246106024610656+1788659+0,246106024610656+1788312+0,1,
124,124,,,246100324610077+1788660+0,246100324610077+1788313+0,1,
124,124,,,246099524610026+1788669+0,246099524610026+1788320+0,1,
124,124,,,246101624610586+1788669+0,246101624610586+1788320+0,1,
124,124,,,246108824610936+1788669+0,246108824610936+1788320+0,1,
124,124,,,246101624610586+1788677+0,246105124610586+1788328+0,1,
124,124,,,246100324610074+1788678+0,246100324610074+1788329+0,1,
124,124,,,246101024611717+1788678+0,246101024611717+1788329+0,1,
124,124,,,246100824610095+1788689+0,246100824610095+1788340+0,1,
124,124,,,246101624610586+1788689+0,246101624610586+1788340+0,1,
124,124,,,246106024610651+1788697+0,246106024610651+1788348+0,1,
124,124,,,246108824610936+1788697+0,246108824610936+1788348+0,1,
124,124,,,246101024611717+1788698+0,246101024611717+1788349+0,1,
124,124,,,246096024609886+1788713+0,246096024609886+1788362+0,1,
124,124,,,246107224610866+1788715+0,246107224610866+1788364+0,1,
124,124,,,246101624610306+1788735+0,246101624610306+1788381+0,1,
124,124,,,246108824610931+1788735+0,246108824610931+1788381+0,1,
124,124,,,246100324610077+1788736+0,246100324610077+1788382+0,1,
124,124,,,246100324610074+1788736+0,246100324610074+1788382+0,1,
124,124,,,246103224610413+1785379+1,246103224610413+1784961+1,1,
124,124,,,246100824610096+1788747+0,246100824610096+1788393+0,1,
124,124,,,246105124610586+1788747+0,246105124610586+1788393+0,1,
124,124,,,246103524610444+1788759+0,246103524610444+1788401+0,1,
124,124,,,246108824610931+1788759+0,246108824610931+1788401+0,1,
124,124,,,246110024611776+1788759+0,246110024611776+1788401+0,1,
124,124,,,246100324610077+1788760+0,246100324610077+1788402+0,1,
124,124,,,246096124609897+1788771+0,246096124609897+1788412+0,1,
124,124,,,246106024610656+1788772+0,246106024610656+1788413+0,1,
124,124,,,246110024611776+1788772+0,246110024611776+1788413+0,1,
124,124,,,246103224610341+1785443+1,246103224610341+1785022+1,1,
124,124,,,246103924610402+1785443+1,246103924610402+1785022+1,1,
124,124,,,246101524611765+1785444+1,246101524611765+1785021+1,1,
124,124,,,246096924610004+1785466+1,246096224610004+1785036+0,1,
124,124,,,246101124610281+1785466+1,246101124610281+1785036+0,1,
124,124,,,246106124610633+1785466+1,246106124610633+1785036+0,1,
124,124,,,246109524611751+1785466+1,246109524611751+1785036+0,1,
124,124,,,246109524611752+1785466+1,246109524611752+1785036+0,1,
124,124,,,246104624610564+1785479+0,246104624610564+1785044+0,1,
124,124,,,246106124610634+1785479+0,246106124610634+1785044+0,1,
124,124,,,246109524611754+1785479+0,246109524611754+1785044+0,1,
124,124,,,246101524611765+1785481+0,246101524611765+1785047+0,1,
124,124,,,246103224610411+1785482+0,246103924610401+1785046+0,1,
124,124,,,246101124610283+1785495+0,246101124610283+1785061+0,1,
124,124,,,246104624610563+1785495+0,246104624610563+1785061+0,1,
124,124,,,246106124610634+1785495+0,246106124610634+1785061+0,1,
124,124,,,246106724610843+1785495+0,246106724610843+1785061+0,1,
124,124,,,246101524611765+1785498+0,246101524611765+1785062+0,1,
124,124,,,246096224609632+1785510+0,246096224609632+1785065+0,1,
124,124,,,246096924610001+1785511+0,246096924610001+1785066+0,1,
124,124,,,246101124610281+1785511+0,246101124610281+1785066+0,1,
124,124,,,246101124610283+1785511+0,246101124610283+1785066+0,1,
124,124,,,246101124610284+1785511+0,246101124610284+1785066+0,1,
124,124,,,246109524611752+1785511+0,246109524611752+1785066+0,1,
124,124,,,246103224610342+1785513+0,246103224610342+1785067+0,1,
124,124,,,246104624610563+1785516+0,246104624610563+1785069+0,1,
124,124,,,246106124610633+1785516+0,246106124610633+1785069+0,1,
124,124,,,246108924610912+1785516+0,246108924610912+1785069+0,1,
124,124,,,246109524611751+1785516+0,246109524611751+1785069+0,1,
124,124,,,246109524611752+1785516+0,246109524611752+1785069+0,1,
124,124,,,246101124610283+1785516+0,246101124610283+1785069+0,1,
124,124,,,246101524611765+1785518+0,246101524611765+1785068+0,1,
124,124,,,246095924609595+1785523+0,246095924610015+1785075+0,1,
124,124,,,246101124610281+1785524+0,246101124610281+1785076+0,1,
124,124,,,246101124610284+1785524+0,246101124610284+1785076+0,1,
124,124,,,246104624610563+1785524+0,246104624610563+1785076+0,1,
124,124,,,246106124610633+1785524+0,246106124610633+1785076+0,1,
124,124,,,246106124610634+1785524+0,246106124610634+1785076+0,1,
124,124,,,246106724610842+1785524+0,246106724610842+1785076+0,1,
124,124,,,246104624610561+1785533+0,246104624610561+1785079+0,1,
124,124,,,246104624610563+1785533+0,246104624610563+1785079+0,1,
124,124,,,246106124610632+1785533+0,246106124610632+1785079+0,1,
124,124,,,246100424610052+1785543+0,246100424610052+1785083+0,1,
124,124,,,246109524611754+1785543+0,246109524611754+1785083+0,1,
124,124,,,246101524611765+1785545+0,246101524611765+1785081+0,1,
124,124,,,246103224610413+1785548+0,246103224610413+1785094+0,1,
124,124,,,246096224609631+1785562+0,246096224610001+1785110+0,1,
124,124,,,246106124610633+1785563+0,246106124610633+1785110+0,1,
124,124,,,246096224609632+1785568+0,246096224609632+1785113+0,1,
124,124,,,246100424610052+1785569+0,246100424610052+1785114+0,1,
124,124,,,246104624610561+1785569+0,246104624610561+1785114+0,1,
124,124,,,246106124610632+1785569+0,246106124610632+1785114+0,1,
124,124,,,246101524611765+1785572+0,246101524611765+1785112+0,1,
124,124,,,246096424609654+1785582+0,246096424609654+1785128+0,1,
124,124,,,246104624610561+1785582+0,246104624610561+1785128+0,1,
124,124,,,246104624610563+1785582+0,246104624610563+1785128+0,1,
124,124,,,246106124610634+1785582+0,246106124610634+1785128+0,1,
124,124,,,246100624610063+1785584+0,246100624610063+1785130+0,1,
124,124,,,246096424609654+1785592+0,246096224610004+1785136+0,1,
124,124,,,246096924610004+1785592+0,246096224610004+1785136+0,1,
124,124,,,246096424609653+1785599+0,246096424609653+1785141+0,1,
124,124,,,246096924610003+1785599+0,246096924610003+1785141+0,1,
124,124,,,246104624610561+1785599+0,246104624610561+1785141+0,1,
124,124,,,246108924610914+1785599+0,246108924610914+1785141+0,1,
124,124,,,246103224610413+1785601+0,246103224610413+1785143+0,1,
124,124,,,246101124610282+1785612+0,246101124610282+1785150+0,1,
124,124,,,246101124610284+1785612+0,246101124610284+1785150+0,1,
124,124,,,246104624610562+1785612+0,246104624610562+1785150+0,1,
124,124,,,246100424610051+1785632+0,246100424610051+1785157+0,1,
124,124,,,246101124610281+1785632+0,246101124610281+1785157+0,1,
124,124,,,246106724610843+1785632+0,246106724610843+1785157+0,1,
124,124,,,246109524611754+1785632+0,246109524611754+1785157+0,1,
124,124,,,246100624610063+1785633+0,246100624610063+1785158+0,1,
124,124,,,246100624610063+1785637+0,246100624610063+1785163+0,1,
124,124,,,246103224610412+1785637+0,246103224610412+1785163+0,1,
124,124,,,246103224610413+1785637+0,246103224610413+1785163+0,1,
124,124,,,246096224610001+1785646+0,246096224610001+1785171+0,1,
124,124,,,246096224610002+1785646+0,246096224610002+1785171+0,1,
124,124,,,246104624610562+1785646+0,246104624610562+1785171+0,1,
124,124,,,246104624610563+1785646+0,246104624610563+1785171+0,1,
124,124,,,246104624610564+1785646+0,246104624610564+1785171+0,1,
124,124,,,246106724610843+1785646+0,246106724610843+1785171+0,1,
124,124,,,246095924609595+1785659+0,246095924610015+1785189+0,1,
124,124,,,246096224610001+1785660+0,246096224610001+1785190+0,1,
124,124,,,246104624610561+1785660+0,246104624610561+1785190+0,1,
124,124,,,246106724610841+1785660+0,246106724610841+1785190+0,1,
124,124,,,246106724610844+1785660+0,246106724610844+1785190+0,1,
124,124,,,246095924610015+1785672+0,246095924610015+1785204+0,1,
124,124,,,246096224610001+1785673+0,246096224610001+1785205+0,1,
124,124,,,246100424610051+1785673+0,246100424610051+1785205+0,1,
124,124,,,246104624610562+1785673+0,246104624610562+1785205+0,1,
124,124,,,246106124610632+1785673+0,246106124610632+1785205+0,1,
124,124,,,246109524611751+1785673+0,246109524611751+1785205+0,1,
124,124,,,246103224610413+1785674+0,246103224610413+1785206+0,1,
124,124,,,246101124610281+1785685+0,246101124610281+1785221+0,1,
124,124,,,246106724610842+1785685+0,246106724610842+1785221+0,1,
124,124,,,246109524611752+1785685+0,246109524611752+1785221+0,1,
124,124,,,246096624610015+1785686+0,246095924610015+1785220+0,1,
124,124,,,246096224610004+1785698+0,246100124610015+1785232+0,1,
124,124,,,246101124610282+1785698+0,246101124610283+1785233+0,1,
124,124,,,246108924610914+1785698+0,246105024611765+1785232+0,1,
124,124,,,246100624610063+1785699+0,246100324610074+1788434+0,1,
124,124,,,246096224610003+1785702+1,246096224610003+1785283+1,1,
124,124,,,246100424610052+1785702+1,246100424610052+1785283+1,1,
124,124,,,246101124610284+1785702+1,246101124610284+1785283+1,1,
124,124,,,246104624610562+1785702+1,246104624610562+1785283+1,1,
124,124,,,246109524611753+1785702+1,246109524611753+1785283+1,1,
124,124,,,246101524611765+1785704+1,246101524611765+1785282+1,1,
124,124,,,246103524610446+1788496+0,246103524610446+1788153+0,1,
124,124,,,246100824610096+1788507+0,246100824610096+1788165+0,1,
124,124,,,246108824610931+1788507+0,246108824610931+1788165+0,1,
124,124,,,246100724610095+1788520+0,246100724610095+1788172+0,1,
124,124,,,246100724610096+1788520+0,246100724610096+1788172+0,1,
124,124,,,246108824610931+1788520+0,246108824610931+1788172+0,1,
124,124,,,246096024609886+1788535+0,246096024609886+1788187+0,1,
124,124,,,246108824610931+1788537+0,246108824610931+1788189+0,1,
124,124,,,246100324610074+1788538+0,246100324610074+1788190+0,1,
124,124,,,246101024611717+1788538+0,246101024611717+1788190+0,1,
124,124,,,246108824610931+1788558+0,246108824610931+1788205+0,1,
124,124,,,246100324610077+1788559+0,246100324610077+1788206+0,1,
124,124,,,246101624610376+1788566+0,246101624610586+1788213+0,1,
124,124,,,246105124610586+1788566+0,246101624610586+1788213+0,1,
124,124,,,246106024610656+1788574+0,246106024610656+1788221+0,1,
124,124,,,246096124609897+1788581+0,246096124609897+1788228+0,1,
124,124,,,246108824610936+1788582+0,246108824610936+1788229+0,1,
124,124,,,246096124609897+1788589+0,246096124609897+1788236+0,1,
124,124,,,246100824610095+1788590+0,246100824610095+1788237+0,1,
124,124,,,246101624610306+1788590+0,246101624610306+1788237+0,1,
124,124,,,246103524610444+1788590+0,246103524610444+1788237+0,1,
124,124,,,246110024611776+1788603+0,246110024611776+1788251+0,1,
124,124,,,246099624611717+1788604+0,246099624611717+1788252+0,1,
124,124,,,246096024609886+1788609+0,246096024609886+1788257+0,1,
124,124,,,246099624609967+1788612+0,246099624609967+1788260+0,1,
124,124,,,246096124609897+1788626+0,246096124609897+1788274+0,1,
124,124,,,246099524610026+1788627+0,246099524610026+1788275+0,1,
124,124,,,246105124610586+1788627+0,246105124610586+1788275+0,1,
124,124,,,246106024610656+1788627+0,246106024610656+1788275+0,1,
124,124,,,246108824610931+1788627+0,246108824610931+1788275+0,1,
124,124,,,246108824610936+1788627+0,246108824610936+1788275+0,1,
124,124,,,246100324610077+1788628+0,246100324610077+1788276+0,1,
124,124,,,246101024611717+1788628+0,246101024611717+1788276+0,1,
124,124,,,246100424610051+1785321+0,246100424610051+1784864+0,1,
124,124,,,246101124610283+1785321+0,246101124610283+1784864+0,1,
124,124,,,246104624610561+1785321+0,246104624610561+1784864+0,1,
124,124,,,246106724610844+1785321+0,246106724610844+1784864+0,1,
124,124,,,246108924610914+1785321+0,246108924610914+1784864+0,1,
124,124,,,246103424610413+1785322+0,246103224610413+1784866+0,1,
124,124,,,246103224610402+1785324+0,246103224610412+1784866+0,1,
124,124,,,246103224610412+1785332+0,246103224610412+1784884+1,1,
124,124,,,246106724610842+1785357+1,246106724610842+1784907+1,1,
124,124,,,246109524611754+1785357+1,246109524611754+1784907+1,1,
124,124,,,246100624610063+1785359+1,246100624610063+1784909+1,1,
124,124,,,246103224610341+1785359+1,246103224610411+1784909+1,1,
124,124,,,246103924610401+1785359+1,246103224610411+1784909+1,1,
124,124,,,246103624610435+1785360+1,246101524611765+1784908+1,1,
124,124,,,246096924610002+1785377+1,246096924610002+1784959+1,1,
124,124,,,246096924610003+1785377+1,246096924610003+1784959+1,1,
124,124,,,246096924610004+1785377+1,246096924610004+1784959+1,1,
124,124,,,246099524610026+1788643+0,246099524610026+1788296+0,1,
124,124,,,246103524610444+1788643+0,246103524610444+1788296+0,1,
124,124,,,246107224610866+1788643+0,246107224610866+1788296+0,1,
124,124,,,246096024609886+1788657+0,246096024609886+1788310+0,1,
124,124,,,246101624610586+1788659+0,246103524610446+1788312+0,1,
124,124,,,246100824610096+1788677+0,246100824610096+1788328+0,1,
124,124,,,246106024610651+1788677+0,246106024610651+1788328+0,1,
124,124,,,246107224610866+1788677+0,246107224610866+1788328+0,1,
124,124,,,246110024611776+1788677+0,246110024611776+1788328+0,1,
124,124,,,246100824610096+1788689+0,246100824610096+1788340+0,1,
124,124,,,246101624610586+1788697+0,246101624610306+1788348+0,1,
124,124,,,246100324610074+1788716+0,246100324610074+1788365+0,1,
124,124,,,246096024609886+1788733+0,246096024609886+1788379+0,1,
124,124,,,246100824610096+1788735+0,246100824610096+1788381+0,1,
124,124,,,246103224610411+1785379+1,246103224610411+1784961+1,1,
124,124,,,246106024610651+1788747+0,246106024610651+1788393+0,1,
124,124,,,246099624609967+1788748+0,246099624609967+1788394+0,1,
124,124,,,246101624610306+1788759+0,246101624610306+1788401+0,1,
124,124,,,246099624609967+1788760+0,246099624609967+1788402+0,1,
124,124,,,246101024611717+1788760+0,246101024611717+1788402+0,1,
124,124,,,246096224609632+1785465+1,246096224610002+1785036+0,1,
124,124,,,246096424609654+1785466+1,246096224610004+1785036+0,1,
124,124,,,246104624610561+1785466+1,246104624610561+1785036+0,1,
124,124,,,246104624610563+1785466+1,246104624610563+1785036+0,1,
124,124,,,246106724610844+1785466+1,246106724610844+1785036+0,1,
124,124,,,246108924610913+1785466+1,246108924610913+1785036+0,1,
124,124,,,246096424609654+1785479+0,246096224610004+1785044+0,1,
124,124,,,246104624610561+1785479+0,246104624610561+1785044+0,1,
124,124,,,246106124610632+1785479+0,246106124610632+1785044+0,1,
124,124,,,246106724610842+1785479+0,246106724610842+1785044+0,1,
124,124,,,246108924610912+1785479+0,246108924610912+1785044+0,1,
124,124,,,246100424610052+1785495+0,246100424610052+1785061+0,1,
124,124,,,246101124610284+1785495+0,246101124610284+1785061+0,1,
124,124,,,246106724610844+1785495+0,246106724610844+1785061+0,1,
124,124,,,246108924610914+1785495+0,246108924610914+1785061+0,1,
124,124,,,246096624610015+1785496+0,246096624610015+1785062+0,1,
124,124,,,246096124609897+1788487+0,246096124609897+1788144+0,1,
124,124,,,246096924610004+1785511+0,246096924610004+1785066+0,1,
124,124,,,246104624610561+1785511+0,246104624610561+1785066+0,1,
124,124,,,246104624610562+1785511+0,246104624610562+1785066+0,1,
124,124,,,246104624610564+1785511+0,246104624610564+1785066+0,1,
124,124,,,246104624610564+1785516+0,246104624610564+1785069+0,1,
124,124,,,246106724610843+1785516+0,246106724610843+1785069+0,1,
124,124,,,246109524611753+1785516+0,246109524611753+1785069+0,1,
124,124,,,246096224610001+1785524+0,246096224610001+1785076+0,1,
124,124,,,246096224610003+1785524+0,246096224610003+1785076+0,1,
124,124,,,246103224610343+1785526+0,246103224610343+1785077+0,1,
124,124,,,246095924610015+1785532+0,246095924610015+1785078+0,1,
124,124,,,246096224610001+1785533+0,246096224610001+1785079+0,1,
124,124,,,246101124610282+1785533+0,246101124610282+1785079+0,1,
124,124,,,246108924610912+1785533+0,246108924610912+1785079+0,1,
124,124,,,246103224610411+1785534+0,246103224610411+1785080+0,1,
124,124,,,246101524611765+1785535+0,246101524611765+1785078+0,1,
124,124,,,246096424609653+1785543+0,246096424609653+1785083+0,1,
124,124,,,246101124610283+1785543+0,246101124610283+1785083+0,1,
124,124,,,246108924610914+1785543+0,246108924610914+1785083+0,1,
124,124,,,246096424609654+1785563+0,246096224610004+1785110+0,1,
124,124,,,246096924610002+1785563+0,246096224610002+1785110+0,1,
124,124,,,246109524611754+1785563+0,246109524611754+1785110+0,1,
124,124,,,246096424609654+1785569+0,246096424609654+1785114+0,1,
124,124,,,246096924610001+1785569+0,246096924610001+1785114+0,1,
124,124,,,246101124610281+1785569+0,246101124610281+1785114+0,1,
124,124,,,246104624610564+1785569+0,246104624610564+1785114+0,1,
124,124,,,246106724610844+1785569+0,246106724610844+1785114+0,1,
124,124,,,246103224610411+1785571+0,246103224610411+1785115+0,1,
124,124,,,246103224610412+1785571+0,246103224610412+1785115+0,1,
124,124,,,246101524611765+1785577+0,246101524611765+1785116+0,1,
124,124,,,246096924610004+1785582+0,246096924610004+1785128+0,1,
124,124,,,246101124610284+1785582+0,246101124610284+1785128+0,1,
124,124,,,246106724610842+1785582+0,246106724610842+1785128+0,1,
124,124,,,246106724610843+1785582+0,246106724610843+1785128+0,1,
124,124,,,246108924610913+1785582+0,246108924610913+1785128+0,1,
124,124,,,246109524611753+1785582+0,246109524611753+1785128+0,1,
124,124,,,246109524611754+1785582+0,246109524611754+1785128+0,1,
124,124,,,246096224609632+1785591+0,246096224610002+1785136+0,1,
124,124,,,246101124610281+1785592+0,246101124610281+1785136+0,1,
124,124,,,246104624610564+1785592+0,246104624610564+1785136+0,1,
124,124,,,246109524611751+1785592+0,246109524611751+1785136+0,1,
124,124,,,246095924609595+1785597+0,246095924609595+1785139+0,1,
124,124,,,246096924610004+1785599+0,246096924610004+1785141+0,1,
124,124,,,246109524611754+1785599+0,246109524611754+1785141+0,1,
124,124,,,246103224610411+1785601+0,246103224610411+1785143+0,1,
124,124,,,246096424609653+1785612+0,246096224610003+1785150+0,1,
124,124,,,246106124610633+1785612+0,246106124610633+1785150+0,1,
124,124,,,246108924610914+1785612+0,246108924610914+1785150+0,1,
124,124,,,246109524611753+1785612+0,246109524611753+1785150+0,1,
124,124,,,246096224609631+1785631+0,246096224610001+1785157+0,1,
124,124,,,246096924610002+1785632+0,246096224610002+1785157+0,1,
124,124,,,246096924610004+1785632+0,246096224610004+1785157+0,1,
124,124,,,246101124610283+1785632+0,246101124610283+1785157+0,1,
124,124,,,246104624610561+1785632+0,246104624610561+1785157+0,1,
124,124,,,246106124610632+1785632+0,246106124610632+1785157+0,1,
124,124,,,246101524611765+1785634+0,246101524611765+1785156+0,1,
124,124,,,246100424610051+1785646+0,246100424610051+1785171+0,1,
124,124,,,246101124610284+1785660+0,246101124610284+1785190+0,1,
124,124,,,246108924610914+1785660+0,246108924610914+1785190+0,1,
124,124,,,246096224610004+1785673+0,246096224610004+1785205+0,1,
124,124,,,246100424610052+1785673+0,246100424610052+1785205+0,1,
124,124,,,246101124610281+1785673+0,246101124610281+1785205+0,1,
124,124,,,246101124610282+1785673+0,246101124610282+1785205+0,1,
124,124,,,246108924610912+1785673+0,246108924610912+1785205+0,1,
124,124,,,246109524611752+1785673+0,246109524611752+1785205+0,1,
124,124,,,246096224610004+1785685+0,246096224610004+1785221+0,1,
124,124,,,246106124610633+1785685+0,246106124610633+1785221+0,1,
124,124,,,246108924610912+1785685+0,246108924610912+1785221+0,1,
124,124,,,246108924610913+1785685+0,246108924610913+1785221+0,1,
124,124,,,246109524611753+1785685+0,246109524611753+1785221+0,1,
124,124,,,246100624610063+1785691+0,246100624610063+1785226+0,1,
124,124,,,246101524611765+1785697+0,246104424610586+1788432+0,1,
124,124,,,246096224610002+1785698+0,246099724610003+1785233+0,1,
124,124,,,246100424610051+1785698+0,246100424610052+1785233+0,1,
124,124,,,246104624610564+1785698+0,246105024611765+1785232+0,1,
124,124,,,246095924609595+1786865+1,246095924610015+1785035+0,1,
124,124,,,246096124609897+1788495+0,246096124609897+1788152+0,1,
124,124,,,246099524610026+1788496+0,246099524610026+1788153+0,1,
124,124,,,246100824610096+1788496+0,246100824610096+1788153+0,1,
124,124,,,246103524610444+1788496+0,246103524610444+1788153+0,1,
124,124,,,246108824610936+1788496+0,246108824610936+1788153+0,1,
124,124,,,246100824610095+1788507+0,246100824610095+1788165+0,1,
124,124,,,246100324610077+1788508+0,246100324610077+1788166+0,1,
124,124,,,246100324610074+1788508+0,246100324610074+1788166+0,1,
124,124,,,246110024611776+1788533+0,246110024611776+1788184+0,1,
124,124,,,246100824610095+1788537+0,246100824610095+1788189+0,1,
124,124,,,246100824610095+1788546+0,246100724610095+1788196+0,1,
124,124,,,246104224610446+1788546+0,246101624610586+1788196+0,1,
124,124,,,246105124610586+1788558+0,246105124610586+1788205+0,1,
124,124,,,246099624609967+1788559+0,246099624609967+1788206+0,1,
124,124,,,246100324610074+1788559+0,246100324610074+1788206+0,1,
124,124,,,246100824610095+1788566+0,246100824610095+1788213+0,1,
124,124,,,246108824610936+1788566+0,246108824610936+1788213+0,1,
124,124,,,246101624610306+1788574+0,246101624610306+1788221+0,1,
124,124,,,246103524610444+1788574+0,246103524610444+1788221+0,1,
124,124,,,246108824610936+1788574+0,246108824610936+1788221+0,1,
124,124,,,246101624610376+1788582+0,246101624610586+1788229+0,1,
124,124,,,246106024610656+1788590+0,246106024610656+1788237+0,1,
124,124,,,246107224610866+1788590+0,246107224610866+1788237+0,1,
124,124,,,246101024611717+1788591+0,246101024611717+1788238+0,1,
124,124,,,246099524610026+1788603+0,246099524610026+1788251+0,1,
124,124,,,246106024610656+1788603+0,246106024610656+1788251+0,1,
124,124,,,246108824610936+1788611+0,246108824610936+1788259+0,1,
124,124,,,246110024611776+1788611+0,246110024611776+1788259+0,1,
124,124,,,246103524610444+1788627+0,246103524610444+1788275+0,1,
124,124,,,246108824610936+1788635+0,246108824610936+1788283+0,1,
124,124,,,246100424610052+1785321+0,246100424610052+1784864+0,1,
124,124,,,246101124610281+1785321+0,246101124610281+1784864+0,1,
124,124,,,246106724610843+1785321+0,246106724610843+1784864+0,1,
124,124,,,246108924610912+1785321+0,246108924610912+1784864+0,1,
124,124,,,246101524611765+1785323+0,246101524611765+1784865+0,1,
124,124,,,246105024611765+1785334+0,246101524611765+1784881+1,1,
124,124,,,246103224610342+1785359+1,246103224610412+1784909+1,1,
124,124,,,246105024611765+1785361+1,246101524611765+1784908+1,1,
124,124,,,246096224609631+1785376+1,246096224609631+1784958+1,1,
124,124,,,246109524611753+1785377+1,246109524611753+1784959+1,1,
124,124,,,246105124610586+1788643+0,246105124610586+1788296+0,1,
124,124,,,246110024611776+1788643+0,246110024611776+1788296+0,1,
124,124,,,246096124609897+1788650+0,246096124609897+1788303+0,1,
124,124,,,246100824610096+1788651+0,246100824610096+1788304+0,1,
124,124,,,246110024611776+1788651+0,246110024611776+1788304+0,1,
124,124,,,246099624611717+1788652+0,246099624611717+1788305+0,1,
124,124,,,246099524610026+1788659+0,246099524610026+1788312+0,1,
124,124,,,246108824610936+1788659+0,246108824610936+1788312+0,1,
124,124,,,246101024611717+1788660+0,246101024611717+1788313+0,1,
124,124,,,246096124609897+1788668+0,246096124609897+1788319+0,1,
124,124,,,246099624611717+1788670+0,246099624611717+1788321+0,1,
